Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDI53,OUT046,2202.19
FDG16,OUT035,3398.28
DRB25,OUT046,1333.02
FDY09,OUT046,2441.18
FDX48,OUT045,1974.38
FDC03,OUT010,385.41
FDT47,OUT035,1558.44
FDW44,OUT027,4239.63
FDT24,OUT017,1078.36
FDT12,OUT019,482.12
NCS38,OUT035,1586.27
FDO39,OUT035,2999.69
FDA13,OUT046,575.86
FDO48,OUT035,3594.5
DRJ01,OUT017,1638.67
FDD53,OUT018,446.43
NCT05,OUT049,3413.67
FDQ51,OUT045,682.38
FDU60,OUT013,2550.39
FDC59,OUT046,1028.31
FDP36,OUT035,952.36
NCM19,OUT017,1632.71
FDL16,OUT035,592.19
FDE50,OUT018,2665.35
NCR18,OUT013,574.21
NCD30,OUT035,1334.11
FDH31,OUT013,1396.49
FDD56,OUT019,511.54
FDC47,OUT049,3425.25
FDZ21,OUT045,1353.21
FDM01,OUT049,1665.02
FDF24,OUT013,1123.81
FDW23,OUT017,702.7
FDY52,OUT018,783.23
DRH37,OUT027,4186.86
DRO47,OUT027,3372.34
FDR25,OUT049,3898.62
FDQ24,OUT027,5441.19
DRJ51,OUT018,2294.57
NCU06,OUT035,3697.64
NCV18,OUT018,1205.21
NCC06,OUT027,3489.29
FDZ01,OUT018,704.17
FDT14,OUT017,2118.93
FDD11,OUT019,520.11
FDN09,OUT017,3701.52
NCO18,OUT010,409.66
FDZ50,OUT045,2842.43
FDS44,OUT013,3515.32
FDI36,OUT045,2284.35
FDA26,OUT010,357.15
NCY53,OUT049,1709.51
FDF32,OUT049,2962.44
FDF59,OUT010,314.34
FDB20,OUT046,1223.62
DRH11,OUT035,490.17
FDT03,OUT049,1158.23
NCH06,OUT035,3369.34
FDR55,OUT049,2868.18
FDI10,OUT035,2591.14
FDZ12,OUT045,1437.48
FDM12,OUT049,2821.19
DRB25,OUT045,1071.26
NCS41,OUT013,2934.7
NCT53,OUT049,2371.61
NCD55,OUT013,584.69
FDY08,OUT049,1796.8
NCP55,OUT049,785.18
FDA33,OUT013,1891.54
FDQ33,OUT013,2465.89
FDE45,OUT027,4230.78
FDT26,OUT013,1849.35
NCV53,OUT049,4481.76
FDK60,OUT027,2315.03
NCJ29,OUT046,1037.84
FDI15,OUT045,3431.01
FDX21,OUT013,1623.23
FDV49,OUT019,423.99
DRO59,OUT046,1186.3
FDZ14,OUT045,1422.97
FDP32,OUT027,2935.61
FDC33,OUT017,2410.99
FDT14,OUT010,244.84
NCN54,OUT027,1651.94
FDR57,OUT027,4689.83
DRK12,OUT046,402.36
FDX52,OUT049,2751.58
FDX08,OUT010,435.16
FDP10,OUT010,207.48
NCP50,OUT045,1030.97
NCL06,OUT013,3923.15
FDP25,OUT013,3560.86
FDE53,OUT013,1000.85
FDL27,OUT017,841.25
FDC35,OUT049,2911.6
DRJ47,OUT010,396.7
FDD16,OUT018,802.23
NCN42,OUT049,2526.6
FDC38,OUT027,2941.84
NCO07,OUT045,2328.3
FDQ20,OUT049,564.99
FDI32,OUT046,1735.48
FDN20,OUT010,326.22
DRJ51,OUT027,6231.01
FDU08,OUT045,1107.66
DRN37,OUT019,280.86
FDD05,OUT010,241.63
FDW15,OUT046,2456.02
FDI52,OUT046,1603.57
DRM11,OUT049,3512.93
NCO06,OUT045,311.07
FDU38,OUT049,3005.57
FDU59,OUT018,2051.19
FDJ10,OUT046,1824.58
FDM13,OUT049,1307.12
NCJ30,OUT019,208.13
FDM45,OUT018,1940.36
FDP36,OUT045,737.72
NCD30,OUT010,181.65
FDN48,OUT017,1552.51
FDY32,OUT049,2357.12
FDU47,OUT046,1632.26
FDF17,OUT019,542.1
FDP34,OUT017,2417.41
FDA47,OUT049,2487.54
DRD27,OUT027,2575.94
FDW38,OUT045,950.66
FDZ15,OUT019,205.07
FDZ03,OUT027,5019.44
NCN19,OUT049,2786.93
FDG02,OUT035,1817.69
FDS31,OUT035,2959.32
FDW43,OUT019,576.2
FDZ47,OUT010,194.31
FDO57,OUT017,1827.37
NCL07,OUT013,530.52
NCV42,OUT013,1424.98
FDP40,OUT017,1588.96
FDP48,OUT019,520.96
FDH21,OUT017,2315.78
NCP02,OUT049,824.89
FDK24,OUT049,693.13
FDC41,OUT045,1114.7
FDF08,OUT017,1181.15
FDO49,OUT017,725.8
FDS56,OUT027,6567.13
FDX46,OUT018,707.64
FDQ07,OUT013,3365.39
FDC32,OUT010,158.11
FDT21,OUT019,564.46
FDG58,OUT045,2273.61
FDW14,OUT049,1176.35
DRA12,OUT027,3623.74
FDV27,OUT013,960.06
DRD25,OUT013,1486.36
DRF48,OUT027,4307.47
FDX24,OUT017,1525.18
DRJ51,OUT046,2862.95
FDE45,OUT045,2685.79
FDE14,OUT046,1695.45
FDG53,OUT045,1685.17
FDT08,OUT046,2386.42
DRC27,OUT027,5169.82
FDG20,OUT035,2195.38
FDC21,OUT046,1547.15
FDV31,OUT018,2100.93
FDB58,OUT045,1880.77
FDV23,OUT046,1669.82
FDA25,OUT019,227.66
FDC15,OUT046,2380.34
FDU47,OUT049,1756.68
FDE23,OUT013,622.23
FDS08,OUT013,2273.52
FDW03,OUT027,2331.14
FDJ60,OUT018,1902.07
FDM34,OUT017,1911.68
FDW33,OUT013,1680.78
FDZ40,OUT013,687.88
FDE33,OUT018,1030.64
NCC06,OUT010,246.33
FDU11,OUT046,1456.09
FDL44,OUT017,2123.35
NCZ29,OUT017,1892.94
FDG28,OUT010,506.36
FDL12,OUT018,754.44
FDD52,OUT017,1487.43
FDO15,OUT013,755.5
NCN29,OUT027,1105.38
FDW36,OUT013,1193.45
FDB21,OUT046,3114.42
FDZ28,OUT013,1575.63
FDY10,OUT035,1889.81
DRG39,OUT017,802.55
FDN28,OUT013,1173.35
FDV15,OUT035,1586.3
DRI13,OUT035,3245.83
FDH20,OUT046,1497.32
FDY51,OUT013,3376.28
FDE16,OUT013,3524.93
FDX40,OUT018,500.35
FDC48,OUT018,1131.19
FDS14,OUT046,2105.83
FDX56,OUT017,3735.57
FDI10,OUT046,2657.4
FDI14,OUT013,1810.62
DRM48,OUT013,570.52
NCH07,OUT027,4617.52
FDY26,OUT013,4006.97
FDD02,OUT027,2193.68
FDM12,OUT046,2601.33
DRF01,OUT010,303.64
FDV36,OUT046,2487.25
DRI59,OUT013,3855.37
FDV03,OUT018,2115.4
FDO39,OUT017,3208.64
NCB07,OUT018,2466.46
FDH38,OUT027,2551.77
FDZ13,OUT035,718.45
NCZ30,OUT046,1818.79
NCA06,OUT035,390.59
FDB04,OUT049,1135
FDN50,OUT013,1171.56
NCG06,OUT049,3408.84
NCY17,OUT018,487.5
FDC23,OUT046,2727.89
FDK33,OUT049,3025.99
FDR03,OUT049,3082.05
FDZ07,OUT045,1073.11
FDO38,OUT013,1142.18
FDS59,OUT046,1497.53
DRM11,OUT019,426.34
FDX52,OUT027,4918.29
DRJ35,OUT018,747.79
NCP53,OUT046,3692.98
FDW15,OUT019,277.44
DRI47,OUT045,2616.92
DRZ11,OUT035,1647.39
FDS02,OUT013,2655.27
DRD49,OUT018,3623.8
FDW38,OUT049,1075.55
FDR21,OUT019,296.68
FDE40,OUT013,1015.95
FDI02,OUT045,1569.14
FDQ04,OUT045,650.76
FDY14,OUT017,4053.91
NCT54,OUT046,1329.44
DRD25,OUT017,1427.16
DRE01,OUT045,3643.05
FDJ12,OUT010,343.33
NCZ05,OUT049,1513.95
DRB25,OUT019,186.71
NCC31,OUT045,2497.61
FDM16,OUT045,1139.46
DRG11,OUT049,1522.17
FDV24,OUT027,3295.51
FDV43,OUT046,594.51
FDG05,OUT018,2163.7
FDV23,OUT010,208.88
FDI58,OUT018,1196.08
FDQ11,OUT017,2858.45
FDC05,OUT027,5180.99
FDF40,OUT013,3561.33
FDU02,OUT018,3199.92
FDT32,OUT013,2772.4
NCF06,OUT017,2637.25
FDT46,OUT013,693.3
FDR58,OUT010,146.42
FDY04,OUT046,2461.11
FDT58,OUT045,2379.31
FDE46,OUT049,2152.35
DRH11,OUT017,480.19
DRI51,OUT046,2468.6
FDC35,OUT017,2455.59
FDP45,OUT035,3358.97
FDC45,OUT017,2433.12
FDU01,OUT045,2704.67
FDJ53,OUT010,208.97
FDJ46,OUT017,2375.62
FDX07,OUT013,2961.32
NCI30,OUT049,2864.94
FDE47,OUT027,3941.12
FDV48,OUT045,1344.21
FDN16,OUT019,219.49
FDM52,OUT013,2491.24
FDA32,OUT027,5047.75
FDH05,OUT017,3701.84
FDW25,OUT010,165.53
FDQ09,OUT046,1571.69
NCM17,OUT010,99.93
DRM59,OUT046,2249.62
FDV47,OUT027,2310.14
DRE15,OUT035,1153.53
FDS25,OUT010,173.38
NCZ05,OUT018,1391.35
NCV05,OUT019,294.99
DRM37,OUT046,2844.48
FDV58,OUT027,5362.6
FDN22,OUT027,7418.35
NCO06,OUT049,303.74
FDT56,OUT019,200.12
FDM02,OUT013,1159.1
FDA09,OUT046,2455.55
NCC06,OUT035,2471.32
NCL54,OUT049,2362.31
NCB55,OUT017,813.99
FDB12,OUT017,1474.74
NCA54,OUT049,2770.81
NCS38,OUT049,1820.52
FDC02,OUT049,4028.75
FDK44,OUT019,362.08
FDE16,OUT035,3709.93
NCS05,OUT035,1957.37
FDZ59,OUT045,2822.12
FDI20,OUT017,3880.66
FDQ14,OUT046,2176.9
FDF53,OUT017,3134.25
FDW25,OUT017,1017.25
NCQ43,OUT010,204.09
FDX52,OUT013,2627.57
FDE28,OUT045,3687.03
FDN15,OUT017,1680.86
FDO28,OUT017,1590.7
FDQ33,OUT045,2566.62
FDM22,OUT010,75.97
FDJ03,OUT017,635.87
FDI16,OUT045,1013.91
FDI09,OUT027,6215.28
FDX55,OUT013,3272.96
FDS23,OUT027,3223.52
DRC12,OUT045,2469.17
FDH41,OUT049,3323.15
FDN01,OUT013,2165.06
FDV55,OUT045,2377.96
NCJ19,OUT013,798.38
NCY29,OUT010,130.3
FDP03,OUT018,1662.73
FDZ52,OUT045,1446.54
FDH31,OUT010,215.51
FDQ19,OUT018,3170.86
FDS15,OUT035,1687.14
FDN32,OUT017,2716.25
FDH32,OUT049,1501.97
FDF33,OUT017,1586.47
FDJ22,OUT046,2510.28
FDG56,OUT010,141.93
FDC05,OUT046,2840.49
FDK09,OUT013,3667.81
NCV29,OUT045,2443.74
NCC43,OUT019,628.65
NCA42,OUT049,2389.13
FDC10,OUT046,1675.34
FDC16,OUT013,1158.22
NCL17,OUT013,1734.8
FDA51,OUT035,1757.62
FDW01,OUT017,2055.37
NCF30,OUT045,1831.91
FDN49,OUT013,547.25
FDY20,OUT045,1191.87
FDC15,OUT045,2294.74
FDY24,OUT046,1168.81
NCG43,OUT017,1388.08
FDA48,OUT013,3477.28
NCF55,OUT017,538.4
FDL38,OUT049,1233.81
NCQ29,OUT018,2669.2
FDC34,OUT017,2534.93
FDP36,OUT027,1257.6
FDN50,OUT010,182.95
FDO23,OUT049,1372.12
FDT56,OUT013,685.62
FDT13,OUT027,4096.15
FDZ03,OUT013,2528.2
FDQ03,OUT010,547.38
FDU44,OUT045,2379.25
FDD03,OUT049,3216.38
NCH30,OUT013,1639.8
FDS60,OUT010,408.07
FDG08,OUT046,2822.88
FDX38,OUT017,679.08
FDD22,OUT017,1715.65
FDW51,OUT013,3258.08
FDL09,OUT017,2339.84
FDZ60,OUT045,1018.68
NCH07,OUT046,2689.21
NCQ41,OUT049,2866.01
FDW04,OUT049,1837.2
FDI08,OUT027,5051.81
FDR19,OUT019,297.87
FDV13,OUT046,1310.55
FDB52,OUT017,3237.81
FDZ48,OUT027,2886.53
NCO14,OUT049,719.48
FDZ50,OUT013,2812.99
FDN27,OUT019,266.54
FDQ60,OUT013,1891.43
FDR49,OUT017,640.19
DRJ35,OUT027,1982.16
DRI49,OUT017,1195.71
FDB47,OUT017,3294.07
FDP37,OUT010,291.21
FDR26,OUT049,2047.82
FDY31,OUT019,328.58
FDC11,OUT045,1156.75
DRP47,OUT035,3770.03
NCY54,OUT018,2311.13
FDR27,OUT046,1810.38
FDQ21,OUT019,248.97
NCQ29,OUT035,3350.65
FDJ02,OUT046,2117.39
FDE21,OUT018,1669.71
FDM39,OUT046,2173.52
FDZ01,OUT017,1336.37
NCB19,OUT018,1211.03
FDU03,OUT046,2676
FDP27,OUT049,3050.74
DRF01,OUT045,2024.61
FDM03,OUT049,1222.46
FDV01,OUT046,2377.59
FDS16,OUT046,2843.26
FDO45,OUT035,1268
NCX06,OUT035,2286.79
FDP13,OUT046,668.94
NCR38,OUT018,3169.78
FDA01,OUT013,634.7
FDT26,OUT017,1854.84
FDD44,OUT027,6877.25
FDB26,OUT013,731.74
FDP45,OUT019,582.89
NCP55,OUT046,791.68
FDT23,OUT017,1290.11
FDO51,OUT045,672.24
FDA44,OUT046,832.37
NCJ31,OUT018,4042.36
FDX37,OUT045,1667.34
NCD18,OUT049,3460.63
FDN40,OUT027,2891.84
FDL33,OUT017,2848.91
DRF48,OUT035,2420.18
FDW08,OUT035,1426.76
FDX39,OUT018,2706.19
FDB38,OUT049,2234.18
FDY46,OUT018,2869.04
NCB06,OUT049,2458.87
FDA34,OUT035,3282.58
FDA35,OUT045,1785.82
FDQ07,OUT035,3395.69
FDU32,OUT045,1880.97
FDU26,OUT013,1861.56
FDU13,OUT010,462.79
FDO09,OUT035,3032.78
FDW03,OUT019,224.08
FDB38,OUT013,2190.62
FDL26,OUT010,221.99
NCN43,OUT045,1693.08
FDH08,OUT045,3693.85
NCC31,OUT019,360.44
FDH14,OUT035,1917.86
FDL40,OUT017,1434.2
FDD20,OUT035,2170.05
NCV53,OUT035,4562.07
FDD16,OUT045,1014.57
FDP24,OUT035,1807.58
FDQ25,OUT045,2430.98
FDM38,OUT035,915.85
NCT18,OUT010,337.51
FDM34,OUT049,1889.31
DRH37,OUT010,269.49
NCE07,OUT013,2418.76
FDG12,OUT013,1525.41
FDB59,OUT010,610.12
FDS10,OUT018,2636.61
FDN21,OUT010,270.62
FDM02,OUT045,1203.11
FDO44,OUT049,1690.38
NCN17,OUT017,1580.82
FDH16,OUT018,1259.29
FDL44,OUT046,2757.74
FDY47,OUT017,1571.79
DRI39,OUT046,881.63
NCX54,OUT018,1433.1
FDE59,OUT046,515.98
FDO46,OUT045,3054.22
DRE13,OUT046,1302.76
FDW14,OUT013,1018.14
FDF35,OUT046,1277.21
FDO50,OUT019,195.39
DRF49,OUT017,1482.63
FDT60,OUT049,1815.98
FDP38,OUT045,592.95
FDA31,OUT027,4244.06
FDY52,OUT010,139.63
FDD03,OUT027,6160.45
FDN52,OUT018,1032.95
FDU20,OUT010,202.66
FDD22,OUT035,1571.1
NCB55,OUT019,152.57
FDN27,OUT045,1630.95
FDD16,OUT013,1135.27
FDW48,OUT046,638.16
DRN35,OUT045,612.15
FDX25,OUT049,3031.7
DRD49,OUT049,3207.44
FDE21,OUT019,248.42
FDN44,OUT035,2828.33
DRC01,OUT049,795.64
NCK30,OUT046,3604.21
FDU39,OUT013,792.62
FDB49,OUT013,1210.47
FDS12,OUT045,2165.1
FDR57,OUT018,2398.23
FDX22,OUT027,5417.29
FDC60,OUT013,1002.15
NCE42,OUT049,2628.65
NCK42,OUT049,2257.97
DRE01,OUT017,3355.1
FDE57,OUT018,1243.08
DRK59,OUT019,498.01
FDB10,OUT027,5119.45
FDQ25,OUT046,2093.31
FDY26,OUT017,4182.88
FDG28,OUT049,3495.44
FDM14,OUT049,1404.79
NCH29,OUT049,1477.75
FDD48,OUT049,2135.69
FDC17,OUT045,2906.51
DRH49,OUT027,2112.48
FDN44,OUT018,2273.33
FDC29,OUT045,2092.93
DRK01,OUT019,138.63
FDD48,OUT017,1996.68
FDB59,OUT013,2919.83
FDY45,OUT010,694.96
FDX60,OUT035,1211.71
FDT09,OUT010,223.84
DRB24,OUT018,2149.39
FDL13,OUT035,3289.76
FDN16,OUT035,1665.83
FDK57,OUT013,1844.83
FDO22,OUT027,2007.05
FDC57,OUT010,425.75
FDZ13,OUT027,1440.62
FDW27,OUT013,2014.53
FDX10,OUT049,491.66
FDY08,OUT018,1352.01
FDA49,OUT017,1157.37
FDC32,OUT018,1221.63
FDO04,OUT035,959.38
NCZ54,OUT013,2568.79
FDY40,OUT045,684.38
FDW36,OUT045,1055.02
FDE11,OUT017,3531.68
DRE37,OUT045,2590.3
NCK19,OUT017,3054.43
FDT19,OUT035,2281.9
FDE56,OUT045,1072.96
FDZ57,OUT010,342.35
FDB35,OUT035,1547.25
FDF09,OUT010,69.33
FDO34,OUT046,2688.94
FDA55,OUT046,3667.99
NCM18,OUT035,1197.3
FDJ20,OUT019,233.71
DRQ35,OUT019,270.08
FDG02,OUT013,2234.85
NCU29,OUT018,2122.78
FDL27,OUT027,1495.51
NCA54,OUT035,2678.44
FDJ32,OUT035,884.51
FDB21,OUT019,560.65
FDR46,OUT035,2568.77
FDZ32,OUT046,1285.28
DRF36,OUT017,2897.3
NCU54,OUT017,3337.28
NCI31,OUT017,517.55
DRA59,OUT035,2281.6
NCC55,OUT045,637.45
FDE44,OUT018,513.71
NCN26,OUT018,1444.21
FDC11,OUT049,1204.49
FDV24,OUT035,1515.41
FDR40,OUT019,206.5
NCQ17,OUT049,2247.41
FDC46,OUT045,3076.2
NCM18,OUT046,1209.32
FDK16,OUT046,1324.88
FDI28,OUT017,975.52
FDS11,OUT018,3356
DRD13,OUT046,1008.64
FDL36,OUT035,1284.79
FDI27,OUT013,624.97
FDJ53,OUT019,175.68
FDS44,OUT045,3492.83
FDE28,OUT046,3459.88
FDQ33,OUT018,2134.33
FDB37,OUT017,3884.08
FDQ31,OUT045,1329.72
NCQ05,OUT046,2381.11
FDE10,OUT013,1592.13
FDF38,OUT017,494.4
FDE50,OUT019,502.62
DRG37,OUT010,318.85
NCH06,OUT049,3243.45
FDY14,OUT045,4186.98
FDO27,OUT017,1232.32
FDQ19,OUT049,2974.57
FDZ26,OUT019,545.71
FDN51,OUT013,3720.45
FDK20,OUT035,1905.48
FDD40,OUT018,2459.68
DRI25,OUT018,869.34
FDH56,OUT017,1653.67
FDI36,OUT027,2714.77
DRH11,OUT018,589.21
NCV18,OUT017,1452.41
DRI01,OUT049,2464.23
DRE48,OUT049,1729.24
FDS51,OUT035,916.45
FDM38,OUT017,650.65
FDB60,OUT027,2601.97
FDY58,OUT035,3889.44
FDY22,OUT045,2190.26
FDF11,OUT027,3687.75
FDZ51,OUT035,1397.35
FDQ45,OUT017,2468.3
FDF17,OUT035,2757.39
NCF31,OUT027,2906.62
FDA37,OUT013,1547.22
FDO51,OUT046,633.7
FDF34,OUT013,1503.91
FDD57,OUT018,1173.86
FDO37,OUT046,3876.4
FDR49,OUT049,829.38
FDS39,OUT049,1665.56
FDI48,OUT027,1253.51
DRM35,OUT049,2843.68
FDV57,OUT035,3060.37
FDZ55,OUT013,2467.81
FDI28,OUT035,1071.85
FDS21,OUT045,820.96
FDT34,OUT013,1635.94
DRI25,OUT035,958.25
FDT47,OUT010,140.73
DRH39,OUT045,1163.71
NCD54,OUT045,2018.76
FDU16,OUT027,2229.29
NCW29,OUT045,1353.71
FDV25,OUT027,4894.7
FDM56,OUT035,1476.39
FDZ04,OUT027,2129.21
FDG59,OUT019,60.31
FDI56,OUT045,1301.42
FDS33,OUT035,1352.45
FDC23,OUT049,2587.34
FDT11,OUT049,3192.79
FDG17,OUT045,3916.01
FDZ44,OUT045,1402.3
FDJ52,OUT013,2340.7
DRI23,OUT046,2258.18
DRE15,OUT010,184.27
NCF07,OUT013,1330.48
NCR29,OUT049,674.53
FDE44,OUT019,110.85
FDT23,OUT035,1261.77
NCG06,OUT017,3083.48
NCU41,OUT010,515.56
FDH46,OUT017,1565.94
FDV31,OUT013,2201.97
NCT41,OUT027,3974.65
FDE22,OUT027,4145.24
FDC26,OUT045,1475.23
DRF51,OUT017,635.58
NCY53,OUT019,233.22
FDY21,OUT017,2972.01
FDL27,OUT013,722.35
FDZ34,OUT049,3177.54
NCF43,OUT010,292.22
FDC21,OUT035,1511.36
FDL26,OUT013,2285.71
FDT25,OUT010,151.11
NCR30,OUT046,924.42
DRL23,OUT019,225.05
NCR05,OUT049,2372.46
NCE19,OUT018,760.21
FDY07,OUT035,580.63
FDB10,OUT017,3481.75
FDP57,OUT013,1525.13
FDU48,OUT019,242.48
FDH48,OUT035,1181.86
FDO33,OUT035,1809.55
NCU29,OUT045,2125.2
FDW35,OUT046,714.66
FDH05,OUT010,506.19
FDP26,OUT049,1317.82
DRG27,OUT035,686.81
FDQ33,OUT046,2592.57
FDH20,OUT010,178.55
FDV14,OUT046,1311.59
DRD01,OUT046,816.42
NCI17,OUT049,1473.2
FDF39,OUT010,478.52
FDX37,OUT046,1688.14
NCX17,OUT035,2611.62
FDN03,OUT013,3932.24
NCS41,OUT010,385.45
FDH34,OUT045,3135.48
NCX53,OUT018,1510.97
FDY31,OUT046,1977.46
FDD20,OUT017,2103.71
FDE51,OUT045,653.78
FDV27,OUT046,1257.78
FDF16,OUT035,2263.91
FDZ02,OUT049,1058.45
NCK05,OUT045,1117.49
FDM12,OUT027,2348.76
NCA05,OUT018,1572.09
FDX33,OUT045,2170.42
FDM25,OUT049,2327.52
FDE41,OUT018,1171.89
FDW14,OUT045,1191.71
NCD30,OUT046,1278.22
FDB23,OUT010,517.99
FDF45,OUT046,1032.65
FDW20,OUT017,2334.23
FDF47,OUT045,2527.48
NCR05,OUT019,557.79
DRB01,OUT046,2388.71
FDE36,OUT013,2669.9
FDU56,OUT049,2973.05
FDB23,OUT049,2857.52
FDN48,OUT049,1135.86
FDS43,OUT013,2678.46
NCN05,OUT013,2433.66
NCL53,OUT049,2253.73
FDL56,OUT046,1203.55
FDH17,OUT018,1168.03
FDP37,OUT046,1816.51
FDG09,OUT019,415.13
FDA55,OUT045,3512.23
FDX31,OUT049,3802.13
FDJ41,OUT045,3634.76
DRC24,OUT045,2366.26
FDQ21,OUT035,2277.91
NCT54,OUT045,1180.75
FDH08,OUT049,3657.28
FDY38,OUT018,4361.87
DRM11,OUT010,474.22
FDG32,OUT049,3041.23
NCH18,OUT046,3297.21
FDI20,OUT035,3926.65
FDA33,OUT018,1965.74
FDN45,OUT013,3585.74
FDT45,OUT010,80.71
FDR32,OUT035,3497.42
FDA48,OUT017,3540.55
FDN23,OUT017,2574.92
NCR18,OUT035,629.46
FDD45,OUT046,1335.41
FDI22,OUT018,2814.76
FDT09,OUT013,1851.94
DRC24,OUT027,4134.43
FDT39,OUT046,2143.23
FDX28,OUT045,1293.81
FDA50,OUT018,1289.92
FDT33,OUT027,4836.43
FDQ60,OUT049,1836.79
NCM19,OUT018,1539.02
FDF40,OUT046,3406.8
NCI30,OUT035,2941.44
FDK34,OUT049,3841.07
FDA38,OUT027,5667.22
FDT02,OUT045,555.8
FDC11,OUT017,1052.95
FDD08,OUT046,639.25
NCS29,OUT046,4027.02
DRI03,OUT010,456.94
FDK48,OUT035,1230.14
FDM52,OUT049,2388.83
FDP49,OUT035,566.15
DRA24,OUT046,2210.63
NCJ43,OUT049,2522.75
FDE11,OUT045,3438.24
FDP01,OUT049,1855.94
FDQ59,OUT018,998.15
FDA43,OUT019,398.72
FDL14,OUT017,2205.83
FDV50,OUT010,202.74
FDT01,OUT027,5446.34
NCC42,OUT035,1884.24
FDO28,OUT046,1538.68
FDD32,OUT019,181.3
FDV45,OUT035,2902.18
NCW17,OUT019,266.85
NCJ17,OUT027,1826.88
NCF18,OUT049,3072.61
FDP01,OUT045,1765.36
FDH24,OUT045,2646.98
FDI38,OUT027,5627.84
FDX03,OUT035,473.67
FDY28,OUT046,2998.63
FDN34,OUT018,2334.73
FDJ02,OUT045,1946.31
FDW40,OUT019,233.64
FDX03,OUT017,602.22
FDE17,OUT027,3189.72
FDT58,OUT046,2470.54
FDI38,OUT013,3351.48
FDW22,OUT035,3793.2
FDS15,OUT027,2485.62
NCX06,OUT013,2758.83
DRK47,OUT035,3534.9
FDC23,OUT027,4028.23
FDM56,OUT010,209.44
FDP21,OUT046,2980.26
FDP58,OUT046,3083.81
FDA27,OUT019,469.68
FDK41,OUT019,141.37
NCH42,OUT046,3742.27
FDG29,OUT045,588.07
FDW15,OUT018,2073.12
FDD28,OUT018,711.77
FDQ37,OUT049,3455.73
FDC23,OUT035,3047.75
FDV13,OUT035,1357.52
FDK33,OUT046,3617.34
FDO33,OUT013,1807.55
FDN21,OUT017,2275.92
NCW06,OUT027,4907.11
FDI38,OUT035,3664.3
FDC21,OUT027,2250.39
NCS05,OUT046,1862.26
NCN53,OUT049,534.74
FDV40,OUT010,163.31
FDG60,OUT017,3606.79
NCY30,OUT027,3882.07
FDM40,OUT045,1674.4
NCO30,OUT046,2435.47
FDK10,OUT046,2643.7
FDM36,OUT045,2436.58
FDN10,OUT013,1641.49
FDM46,OUT018,1236.93
FDX50,OUT049,1384.65
FDP33,OUT045,3773.91
FDO12,OUT045,2708.71
FDC28,OUT013,1502.93
FDO31,OUT045,1174.54
FDX45,OUT035,2581.78
FDV21,OUT049,1938.98
FDH04,OUT049,1128.52
NCG54,OUT013,2440.55
FDO13,OUT046,2281.85
FDA09,OUT027,4204.09
FDC38,OUT017,1727.06
NCO42,OUT046,2233.37
FDL45,OUT049,1882.18
NCK31,OUT013,758.19
FDM39,OUT017,2532.13
FDC22,OUT010,389.98
FDF46,OUT046,1552.07
FDQ37,OUT045,3273.61
FDH41,OUT010,503.58
FDQ04,OUT046,614.03
NCQ02,OUT027,4260.02
FDJ57,OUT027,3679.22
NCE07,OUT049,1574.02
FDE56,OUT013,596.9
FDI20,OUT049,3986.42
FDK36,OUT018,649.6
FDP08,OUT027,5441.71
FDF44,OUT017,1940.14
NCU53,OUT017,2123.25
FDF47,OUT035,2098.04
FDS55,OUT010,323.17
FDZ52,OUT010,170.92
FDL04,OUT018,1323.21
NCM26,OUT035,2221.31
FDX43,OUT049,2115.7
FDP52,OUT049,3393.99
DRK49,OUT045,543.2
FDE38,OUT013,1934.56
DRF13,OUT035,2350.65
FDK41,OUT010,166.47
FDJ04,OUT027,3178.46
FDZ44,OUT018,1434.93
FDS11,OUT013,3584.47
FDA55,OUT049,3548.17
NCW53,OUT046,2699.31
FDB49,OUT027,2541.74
FDD23,OUT017,3212.14
NCV42,OUT045,1548.67
NCZ29,OUT018,1768.53
FDQ26,OUT013,560.74
FDV08,OUT017,615.02
FDC53,OUT049,1188.04
FDV58,OUT010,437.18
NCP02,OUT019,142.13
DRI37,OUT045,744.33
FDQ12,OUT049,3479.58
FDE33,OUT046,1471.79
FDX27,OUT045,1287.9
FDM22,OUT017,771.88
NCH30,OUT019,248.97
FDC04,OUT017,3406.63
FDO38,OUT046,1211.21
FDV52,OUT027,3225.21
FDB32,OUT013,1285.66
FDV43,OUT018,561.85
FDI24,OUT018,2266.57
FDR40,OUT017,939.1
FDW02,OUT049,2105.24
FDE44,OUT049,745.41
FDL38,OUT046,1399.4
NCT54,OUT010,185.64
DRJ39,OUT010,584.67
FDW55,OUT049,3849.05
DRF13,OUT019,211.52
NCW17,OUT049,2452.07
FDP13,OUT035,670.72
FDS08,OUT018,2079.57
NCP17,OUT035,1050.05
NCO53,OUT035,2550.77
FDH19,OUT045,1977.06
FDJ04,OUT017,1814.97
FDG10,OUT049,706.08
FDA40,OUT010,154.89
FDI53,OUT045,2140.4
FDU09,OUT010,72.57
FDK60,OUT045,1572.08
FDR43,OUT017,541.21
FDW22,OUT017,3511.61
DRP47,OUT010,449.03
DRG48,OUT010,450.21
FDA14,OUT035,2378.84
FDU49,OUT013,1489.89
FDK28,OUT045,3258.24
FDT19,OUT046,2222.27
NCQ42,OUT045,1737.36
FDD03,OUT045,3286.89
NCM53,OUT013,1426.22
NCX53,OUT045,2006.56
FDV14,OUT027,1880.46
NCZ54,OUT017,2453.01
